t,S,I,R
13.0089290808655,354,291,355
13.013006723561766,354,290,356
13.028286144970906,354,289,357
13.030353239265843,354,288,358
13.046115031657505,354,287,359
13.052321213126715,354,286,360
13.058804564450547,354,285,361
13.063840559055308,354,284,362
13.06441662583581,354,283,363
13.06493445938718,354,282,364
13.073795984064764,353,283,364
13.085907704048912,353,282,365
13.100353672624955,352,283,365
13.115728735995237,352,282,366
13.117990539549092,351,283,366
13.11876027111222,351,282,367
13.13341653512263,351,281,368
13.13393418054061,351,280,369
13.135224037551108,350,281,369
13.137666504417375,350,280,370
13.14112280366316,350,279,371
13.142822895840478,350,278,372
13.148087587754096,349,279,372
13.148111054516898,349,278,373
13.172955099350583,349,277,374
13.184403560241668,349,276,375
13.203738809427795,348,277,375
13.205511066356534,348,276,376
13.206232267979743,348,275,377
13.211268148990367,347,276,377
13.229738587400078,347,275,378
13.235834985195176,346,276,378
13.242457296928977,346,275,379
13.244026155199455,346,274,380
13.249890370797544,345,275,380
13.253824312360655,345,274,381
13.26326759733674,345,273,382
13.27231547709937,345,272,383
13.276992156264571,345,271,384
13.30340346984653,344,272,384
13.30458014688707,343,273,384
13.309155138321918,343,272,385
13.310916306208966,342,273,385
13.329153518857723,342,272,386
13.331493833593628,341,273,386
13.34496765818199,341,272,387
13.34809753741686,341,271,388
13.348713187871903,341,270,389
13.359564593609736,340,271,389
13.369881476261014,340,270,390
13.374669367709028,340,269,391
13.375769880204407,339,270,391
13.396190731981658,339,269,392
13.412512343855152,339,268,393
13.417630131005637,338,269,393
13.420842384523041,338,268,394
13.433070006446036,338,267,395
13.435217935256981,338,266,396
13.435889868140647,338,265,397
13.436642662704893,338,264,398
13.453742779899123,338,263,399
13.456426099824652,338,262,400
13.45748250627848,337,263,400
13.477114324203006,337,262,401
13.48487238496637,337,261,402
13.494028145716829,336,262,402
13.495148661971115,336,261,403
13.500432843123281,336,260,404
13.500898720819023,336,259,405
13.514660749304767,336,258,406
13.542340597710353,336,257,407
13.542456015343916,336,256,408
13.545470435725,336,255,409
13.55678255169561,336,254,410
13.557633536340871,336,253,411
13.565451083365836,335,254,411
13.573546151549191,335,253,412
13.591509645851628,334,254,412
13.594935780588461,334,253,413
13.623384213038538,333,254,413
13.639102960827213,332,255,413
13.63989549239855,332,254,414
13.662667412346234,332,253,415
13.669558623573899,331,254,415
13.671356475242128,331,253,416
13.673017955581178,331,252,417
13.675427946475796,330,253,417
13.685019075056088,329,254,417
13.686870411207051,329,253,418
13.691900391614128,328,254,418
13.698952732881978,328,253,419
13.706356041366295,328,252,420
13.741344993242114,327,253,420
13.745147490677908,326,254,420
13.74732415839608,326,253,421
13.75537856569468,326,252,422
13.76055133600137,325,253,422
13.765239064401772,325,252,423
13.775101466296494,324,253,423
13.781286282636028,323,254,423
13.781621435894095,322,255,423
13.797093213919474,321,256,423
13.80558108915707,320,257,423
13.808616676946256,320,256,424
13.839683218449048,319,257,424
13.852148330940969,318,258,424
13.85847397318092,318,257,425
13.863232101918873,318,256,426
13.866417578998433,318,255,427
13.87098764830903,317,256,427
13.878674017944487,317,255,428
13.879129455934685,316,256,428
13.88129468928379,316,255,429
13.884111715803225,316,254,430
13.889101424460197,315,255,430
13.891657154970787,314,256,430
13.892695063719852,314,255,431
13.905025443484732,314,254,432
13.911168224423449,314,253,433
13.91870760975101,314,252,434
13.918977248258177,314,251,435
13.930227028094267,313,252,435
13.935828507739888,313,251,436
13.936769210740067,312,252,436
13.946033780103578,312,251,437
13.95266433285563,312,250,438
13.953709246583838,312,249,439
13.953820412182795,312,248,440
13.955573948345494,311,249,440
13.958136138050342,310,250,440
13.966487106206602,309,251,440
13.975856032697514,308,252,440
13.977814982523828,308,251,441
13.983710475217347,308,250,442
13.994113813324748,308,249,443
13.994578287986904,308,248,444
14.017302884683232,308,247,445
14.017365278793802,307,248,445
14.018303166890451,307,247,446
14.020663626524017,306,248,446
14.033672924186893,306,247,447
14.034663927954167,306,246,448
14.041421639619703,306,245,449
14.050014918522876,305,246,449
14.050528972408765,304,247,449
14.077132365068897,303,248,449
14.077561197181899,303,247,450
14.079607267851024,302,248,450
14.081833475050137,301,249,450
14.096197840193268,300,250,450
14.09798807177049,300,249,451
14.106039036349294,300,248,452
14.121697168144772,300,247,453
14.126679228426314,299,248,453
14.128867870102283,299,247,454
14.1310743634118,299,246,455
14.136530481745366,299,245,456
14.136799811785268,298,246,456
14.155762666546336,297,247,456
14.156666132386958,297,246,457
14.156897295216817,297,245,458
14.157714569533637,296,246,458
14.16695679586941,295,247,458
14.178388260908212,295,246,459
14.184054788965565,294,247,459
14.185520109422436,294,246,460
14.189345550363678,294,245,461
14.19431178728301,293,246,461
14.198257522205754,293,245,462
14.21232413349919,293,244,463
14.219906772767338,292,245,463
14.221940468789587,292,244,464
14.231383482509997,292,243,465
14.25910244952185,292,242,466
14.261143216745735,292,241,467
14.272208743930552,292,240,468
14.272593398464945,292,239,469
14.277160394080857,292,238,470
14.277554806803577,292,237,471
14.278638293008985,291,238,471
14.294725274835448,291,237,472
14.297804853605662,291,236,473
14.319532091326801,290,237,473
14.343029858288217,290,236,474
14.34639660682095,290,235,475
14.351648719680993,289,236,475
14.356369105586829,289,235,476
14.395129094255184,289,234,477
14.402211221906539,288,235,477
14.410549633678754,287,236,477
14.411101170829456,287,235,478
14.411636639762012,287,234,479
14.428459186740287,287,233,480
14.433866647790719,286,234,480
14.438021361917317,285,235,480
14.442494571832714,284,236,480
14.442889572392014,283,237,480
14.478175805739061,283,236,481
14.47842970746444,283,235,482
14.486647367390614,283,234,483
14.491785806658282,283,233,484
14.513831238507521,283,232,485
14.517541074484352,283,231,486
14.520906084768306,283,230,487
14.53757203204276,283,229,488
14.54653504194325,282,230,488
14.548015017963925,281,231,488
14.564307222748996,281,230,489
14.579136672998885,280,231,489
14.582388901494513,279,232,489
14.589840796692252,278,233,489
14.603524695507925,278,232,490
14.622847050279091,278,231,491
14.634107988567083,277,232,491
14.641083007608302,277,231,492
14.647235604392497,277,230,493
14.653465105060446,277,229,494
14.717612294284105,276,230,494
14.720025503824541,275,231,494
14.7318897906281,274,232,494
14.745141528806906,274,231,495
14.750630170361793,273,232,495
14.750840710899533,272,233,495
14.752767971704948,271,234,495
14.798451919878168,271,233,496
14.799681589777604,271,232,497
14.824715643755608,270,233,497
14.83302428749871,270,232,498
14.837145432446622,270,231,499
14.843060336133144,270,230,500
14.846007978539363,270,229,501
14.846297511426835,270,228,502
14.847613184867399,269,229,502
14.855294098900544,269,228,503
14.858784798721704,269,227,504
14.859172501846956,269,226,505
14.867841362863594,269,225,506
14.890215456608674,269,224,507
14.904468759645436,269,223,508
14.90725328614143,269,222,509
14.90786136081454,269,221,510
14.913609496459737,269,220,511
14.917553560950289,269,219,512
14.919412016043978,269,218,513
14.920026204254421,269,217,514
14.922437022898436,268,218,514
14.940535770163862,267,219,514
14.943845587411928,267,218,515
14.948549323104087,267,217,516
14.957198520855176,267,216,517
14.959481234911781,267,215,518
14.977475084156604,267,214,519
14.978375812642414,266,215,519
14.98269185059406,266,214,520
14.990135271056682,266,213,521
14.991015424093355,266,212,522
15.00708297394803,266,211,523
15.009424922895743,266,210,524
15.010642795745081,266,209,525
15.013190196367281,266,208,526
15.015146306201814,266,207,527
15.049840874645604,266,206,528
15.064941162065514,266,205,529
15.069998547253414,265,206,529
15.07295471073892,264,207,529
15.091915580922382,264,206,530
15.094633157583363,264,205,531
15.097883216225666,264,204,532
15.104803593614546,264,203,533
15.136853918607839,264,202,534
15.155652604428695,264,201,535
15.170662213309045,264,200,536
15.171699685044127,263,201,536
15.19048219774811,262,202,536
15.191627540611458,262,201,537
15.203096510775563,262,200,538
15.203636047241607,262,199,539
15.230048974540743,261,200,539
15.242119215740068,261,199,540
15.242707358849719,261,198,541
15.255893536467362,260,199,541
15.273410125118742,260,198,542
15.280518925080292,259,199,542
15.306440967314705,259,198,543
15.311517219661601,258,199,543
15.319241418874968,257,200,543
15.331288359005127,257,199,544
15.33570179586148,257,198,545
15.336916147508173,257,197,546
15.34030841678597,257,196,547
15.352023953168553,257,195,548
15.355501259857414,257,194,549
15.370090522703453,257,193,550
15.385737923794041,257,192,551
15.390544699188911,257,191,552
15.423765522319691,256,192,552
15.435196619661932,255,193,552
15.43563956472158,254,194,552
15.442615307196775,254,193,553
15.465351200075093,254,192,554
15.465471823614735,254,191,555
15.47297959603362,254,190,556
15.480466728760923,253,191,556
15.52067549890121,252,192,556
15.527752588794458,252,191,557
15.529565580840538,252,190,558
15.537684986919633,251,191,558
15.539213157984838,250,192,558
15.544038774692138,250,191,559
15.54715838583506,250,190,560
15.560324063844503,249,191,560
15.562047406051741,249,190,561
15.57494744732515,248,191,561
15.586043682139975,247,192,561
15.620988292640646,247,191,562
15.629675247778401,247,190,563
15.647858167306685,247,189,564
15.654461920965035,246,190,564
15.671896052701442,245,191,564
15.673646412697371,245,190,565
15.69063386996354,245,189,566
15.700889876032505,245,188,567
15.722148900400015,245,187,568
15.724657187993957,245,186,569
15.744129765769175,244,187,569
15.781222939719257,243,188,569
15.790634718036497,243,187,570
15.80226987497471,243,186,571
15.81345838050675,243,185,572
15.819340275456115,242,186,572
15.824388822808244,242,185,573
15.830643252717028,242,184,574
15.843651403558486,242,183,575
15.843752487840094,241,184,575
15.844156049206525,241,183,576
15.844985289589527,241,182,577
15.856528194493855,240,183,577
15.856790779588048,240,182,578
15.858590965289078,239,183,578
15.883832365861831,239,182,579
15.903271003239063,239,181,580
15.919894208000594,239,180,581
15.920616707056205,239,179,582
15.982304915324873,239,178,583
15.982825505824914,239,177,584
15.999511549380518,239,176,585
16.010568508340103,238,177,585
16.01609708997311,238,176,586
16.022427648282648,238,175,587
16.02504918726701,238,174,588
16.029595857233616,238,173,589
16.03594555153409,238,172,590
16.047685443346474,238,171,591
16.05070187945747,238,170,592
16.054324747615482,238,169,593
16.061116256328837,238,168,594
16.068362145215172,238,167,595
16.09316323487847,238,166,596
16.104263200446844,238,165,597
16.113874403494126,238,164,598
16.134343308229035,238,163,599
16.137366439543303,237,164,599
16.144753584947587,237,163,600
16.1783085264813,237,162,601
16.183634663053155,237,161,602
16.20199840021893,236,162,602
16.20423318118533,236,161,603
16.24447751585425,235,162,603
16.244717372582627,235,161,604
16.254926107655656,235,160,605
16.276923088799705,235,159,606
16.296341197466024,234,160,606
16.317508589837395,233,161,606
16.33333353543812,232,162,606
16.33727664180284,231,163,606
16.340478443038194,231,162,607
16.344393978496704,231,161,608
16.34958931098093,231,160,609
16.387805849779898,231,159,610
16.393129245564378,230,160,610
16.404437879574473,230,159,611
16.408634292059418,230,158,612
16.411223039117033,230,157,613
16.420245138087978,230,156,614
16.441769410952823,230,155,615
16.48319916055599,230,154,616
16.53074004498611,230,153,617
16.556386888034776,230,152,618
16.55880662367033,230,151,619
16.560880525669777,230,150,620
16.569351944946646,230,149,621
16.569501296039185,229,150,621
16.619759415709627,228,151,621
16.63623317300943,228,150,622
16.63857483230123,228,149,623
16.64390124496188,228,148,624
16.655304601129473,228,147,625
16.676002164049354,228,146,626
16.677471372247158,228,145,627
16.69380402018823,228,144,628
16.696943125372535,228,143,629
16.69836096649245,228,142,630
16.70785856197445,227,143,630
16.713765573114976,227,142,631
16.721052852892157,227,141,632
16.732024449907104,226,142,632
16.745146531305654,225,143,632
16.74647593328129,225,142,633
16.747287347777657,225,141,634
16.749215818474383,225,140,635
16.760591974312952,225,139,636
16.76703389661327,225,138,637
16.796420653213893,225,137,638
16.80004281641848,224,138,638
16.80028959923892,224,137,639
16.808762501278323,223,138,639
16.82253357062927,222,139,639
16.843380992839453,222,138,640
16.850597271390317,222,137,641
16.885370755084548,222,136,642
16.89610269215336,221,137,642
16.919032158064766,221,136,643
16.9298218871165,220,137,643
16.95041505824006,220,136,644
16.993045152697157,220,135,645
17.0089290808655,220,134,646
17.036563036596874,219,135,646
17.073795984064766,219,134,647
17.100353672624955,219,133,648
17.10982818428882,218,134,648
17.11799053954909,218,133,649
17.135224037551108,218,132,650
17.148087587754098,218,131,651
17.203738809427797,218,130,652
17.211268148990367,218,129,653
17.232117548997103,217,130,653
17.235834985195176,217,129,654
17.249890370797544,217,128,655
17.290563628691714,216,129,655
17.30340346984653,216,128,656
17.30458014688707,216,127,657
17.310916306208966,216,126,658
17.32250988333798,215,127,658
17.331493833593626,215,126,659
17.359564593609736,215,125,660
17.37576988020441,215,124,661
17.417630131005637,215,123,662
17.45748250627848,215,122,663
17.49402814571683,215,121,664
17.49905390827736,214,122,664
17.510972097618843,213,123,664
17.558101906420767,212,124,664
17.565451083365836,212,123,665
17.59150964585163,212,122,666
17.623384213038538,212,121,667
17.639102960827213,212,120,668
17.6695586235739,212,119,669
17.675427946475796,212,118,670
17.68501907505609,212,117,671
17.691900391614126,212,116,672
17.741344993242116,212,115,673
17.74514749067791,212,114,674
17.76055133600137,212,113,675
17.775101466296494,212,112,676
17.781286282636028,212,111,677
17.781621435894095,212,110,678
17.797093213919474,212,109,679
17.80558108915707,212,108,680
17.826636745330916,211,109,680
17.82713918620616,210,110,680
17.839683218449046,210,109,681
17.85214833094097,210,108,682
17.870987648309033,210,107,683
17.873570840055557,209,108,683
17.879129455934685,209,107,684
17.889101424460197,209,106,685
17.891657154970787,209,105,686
17.930227028094265,209,104,687
17.936769210740067,209,103,688
17.955573948345496,209,102,689
17.958136138050342,209,101,690
17.9664871062066,209,100,691
17.975856032697514,209,99,692
18.017365278793804,209,98,693
18.02066362652402,209,97,694
18.050014918522876,209,96,695
18.050528972408763,209,95,696
18.0771323650689,209,94,697
18.079607267851024,209,93,698
18.08183347505014,209,92,699
18.08716791984805,208,93,699
18.09619784019327,208,92,700
18.105809275779492,207,93,700
18.126679228426312,207,92,701
18.136799811785266,207,91,702
18.139892328794367,206,92,702
18.155762666546337,206,91,703
18.15771456953364,206,90,704
18.16695679586941,206,89,705
18.184054788965565,206,88,706
18.19431178728301,206,87,707
18.219906772767338,206,86,708
18.226590206466245,205,87,708
18.278638293008985,205,86,709
18.291568566967193,204,87,709
18.3195320913268,204,86,710
18.341165415786293,203,87,710
18.351648719680995,203,86,711
18.40221122190654,203,85,712
18.410549633678755,203,84,713
18.42988196111547,202,85,713
18.43386664779072,202,84,714
18.438021361917315,202,83,715
18.442494571832714,202,82,716
18.442889572392012,202,81,717
18.54653504194325,202,80,718
18.548015017963927,202,79,719
18.579136672998885,202,78,720
18.58238890149451,202,77,721
18.58984079669225,202,76,722
18.63410798856708,202,75,723
18.63937492265752,201,76,723
18.686917564732266,200,77,723
18.717612294284105,200,76,724
18.72002550382454,200,75,725
18.72527462673421,199,76,725
18.731889790628102,199,75,726
18.750630170361795,199,74,727
18.75084071089953,199,73,728
18.752767971704948,199,72,729
18.784315736448185,198,73,729
18.82471564375561,198,72,730
18.8476131848674,198,71,731
18.922437022898436,198,70,732
18.940535770163862,198,69,733
18.978375812642412,198,68,734
19.069998547253412,198,67,735
19.07295471073892,198,66,736
19.171699685044125,198,65,737
19.19048219774811,198,64,738
19.230048974540743,198,63,739
19.25589353646736,198,62,740
19.280518925080294,198,61,741
19.311517219661603,198,60,742
19.319241418874967,198,59,743
19.408695382332155,197,60,743
19.42376552231969,197,59,744
19.43519661966193,197,58,745
19.43563956472158,197,57,746
19.474936349474962,196,58,746
19.480466728760923,196,57,747
19.520675498901213,196,56,748
19.537684986919633,196,55,749
19.53921315798484,196,54,750
19.557226912824223,195,55,750
19.560324063844504,195,54,751
19.57494744732515,195,53,752
19.586043682139973,195,52,753
19.654461920965034,195,51,754
19.67189605270144,195,50,755
19.744129765769173,195,49,756
19.774767613117646,194,50,756
19.781222939719257,194,49,757
19.806620531808655,193,50,757
19.81112914918317,192,51,757
19.819340275456113,192,50,758
19.843752487840092,192,49,759
19.855031878334565,191,50,759
19.856528194493855,191,49,760
19.85859096528908,191,48,761
19.907279472611396,190,49,761
19.984950544428695,189,50,761
20.010568508340103,189,49,762
20.117154087217138,188,50,762
20.137366439543303,188,49,763
20.16952242989428,187,50,763
20.20199840021893,187,49,764
20.24447751585425,187,48,765
20.296341197466024,187,47,766
20.317508589837395,187,46,767
20.33333353543812,187,45,768
20.33727664180284,187,44,769
20.393129245564378,187,43,770
20.42431850905088,186,44,770
20.537581269589914,185,45,770
20.569501296039185,185,44,771
20.619759415709627,185,43,772
20.693669498124304,184,44,772
20.70785856197445,184,43,773
20.732024449907104,184,42,774
20.745146531305654,184,41,775
20.80004281641848,184,40,776
20.808762501278323,184,39,777
20.82253357062927,184,38,778
20.89610269215336,184,37,779
20.9298218871165,184,36,780
20.991338648947377,183,37,780
21.036563036596874,183,36,781
21.084422953443507,182,37,781
21.10982818428882,182,36,782
21.17143056361142,181,37,782
21.232117548997103,181,36,783
21.290563628691714,181,35,784
21.32250988333798,181,34,785
21.49905390827736,181,33,786
21.510972097618843,181,32,787
21.558101906420767,181,31,788
21.826636745330916,181,30,789
21.82713918620616,181,29,790
21.873570840055557,181,28,791
21.978617521342958,180,29,791
22.00959619026539,179,30,791
22.053341671467837,178,31,791
22.08716791984805,178,30,792
22.105809275779492,178,29,793
22.139892328794367,178,28,794
22.226590206466245,178,27,795
22.291568566967193,178,26,796
22.341165415786293,178,25,797
22.42988196111547,178,24,798
22.447242328627407,177,25,798
22.51836591773389,176,26,798
22.63937492265752,176,25,799
22.686917564732266,176,24,800
22.71055550483346,175,25,800
22.72527462673421,175,24,801
22.784315736448185,175,23,802
22.99257696532609,174,24,802
22.995359604683717,173,25,802
23.408695382332155,173,24,803
23.474936349474962,173,23,804
23.557226912824223,173,22,805
23.76710113796268,172,23,805
23.774767613117646,172,22,806
23.806620531808655,172,21,807
23.81112914918317,172,20,808
23.855031878334565,172,19,809
23.907279472611396,172,18,810
23.984950544428695,172,17,811
24.117154087217138,172,16,812
24.16952242989428,172,15,813
24.30002791521215,171,16,813
24.42431850905088,171,15,814
24.537581269589914,171,14,815
24.59655066241817,170,15,815
24.693669498124304,170,14,816
24.991338648947377,170,13,817
25.084422953443507,170,12,818
25.17143056361142,170,11,819
25.978617521342958,170,10,820
26.00959619026539,170,9,821
26.053341671467837,170,8,822
26.447242328627407,170,7,823
26.51836591773389,170,6,824
26.71055550483346,170,5,825
26.99257696532609,170,4,826
26.995359604683717,170,3,827
27.76710113796268,170,2,828
28.249903652112813,169,3,828
28.30002791521215,169,2,829
28.50325244392948,168,3,829
28.59655066241817,168,2,830
29.49899484996735,167,3,830
32.24990365211281,167,2,831
32.50325244392948,167,1,832
33.498994849967346,167,0,833
