S,repair_servers,avg_crash_time,std_crash_time
0,1,3.7301550242206423,3.784989358223568
0,2,10.969065078142739,3.3293207489678682
1,1,101.62341291249933,89.82737792417176
1,2,60.304948028578465,68.02940356265269
2,1,455.65528702459983,134.92250412607973
2,2,2506.6296739386707,456.21888762153407
3,1,1099.189477121838,36.16719926761172
3,2,13444.5354636355,10492.037192742817
